edad,fecha_nacimiento,jugador
36 años,31 de octubre de 1986,elsad zverotic
32 años,14 de marzo de 1990,joe allen
31 años,11 de octubre de 1991,guillermo
31 años,2 de julio de 1991,jordan bowery
41 años,10 de marzo de 1981,steven reid
36 años,20 de marzo de 1986,jonathan delaplace
28 años,17 de marzo de 1994,soualiho meita©
30 años,18 de junio de 1992,rachid alioui
32 años,6 de marzo de 1990,ryan bennett
43 años,18 de abril de 1979,sergio pelegra­n
44 años,1 de septiembre de 1978,eduardo
31 años,6 de febrero de 1991,lucas veronese
44 años,16 de noviembre de 1978,gerhard tremmel
51 años,18 de mayo de 1971,brad friedel
36 años,4 de enero de 1986,younes kaboul
27 años,3 de marzo de 1995,bryan cristante
32 años,5 de agosto de 1990,mathieu gorgelin
37 años,14 de noviembre de 1985,thomas vermaelen
40 años,16 de agosto de 1982,joleon lescott
37 años,2 de enero de 1985,ismael bangoura
27 años,21 de marzo de 1995,hany mukhtar
26 años,25 de enero de 1996,adama traore
40 años,22 de enero de 1982,fabricio coloccini
33 años,4 de abril de 1989,vurnon anita
38 años,30 de octubre de 1984,gedo
29 años,1 de enero de 1993,jon flanagan
39 años,22 de abril de 1983,jos hooiveld
33 años,16 de marzo de 1989,theo walcott
28 años,19 de septiembre de 1994,mamadou lamarana diallo
30 años,24 de junio de 1992,zaldua
38 años,26 de febrero de 1984,emmanuel adebayor
32 años,6 de noviembre de 1990,federico freire
37 años,4 de agosto de 1985,luis antonio valencia
35 años,17 de noviembre de 1987,craig noone
29 años,16 de marzo de 1993,andreas cornelius
31 años,23 de marzo de 1991,cristian herrera
35 años,8 de junio de 1987,javi jima©nez
41 años,29 de abril de 1981,george mccartney
33 años,6 de octubre de 1989,lys gomis
32 años,29 de agosto de 1990,gianluca korte
34 años,6 de junio de 1988,raphael wolf
29 años,2 de diciembre de 1993,konstantinos stafylidis
29 años,9 de octubre de 1993,jonathan williams
32 años,18 de febrero de 1990,bryan oviedo
30 años,27 de marzo de 1992,marc muniesa
32 años,28 de febrero de 1990,brek shea
30 años,9 de junio de 1992,gino peruzzi
33 años,13 de septiembre de 1989,marvin bakalorz
30 años,1 de mayo de 1992,nicolai lorenzoni
37 años,21 de octubre de 1985,dwight tiendalli
37 años,9 de julio de 1985,ashley young
30 años,24 de enero de 1992,ezequiel cirigliano
33 años,23 de enero de 1989,james chester
42 años,24 de septiembre de 1980,john arne riise
33 años,2 de agosto de 1989,nacer chadli
49 años,29 de noviembre de 1973,ryan giggs
27 años,30 de junio de 1995,declan john
31 años,11 de marzo de 1991,jack rodwell
34 años,24 de agosto de 1988,maya yoshida
33 años,25 de junio de 1989,jack cork
28 años,27 de enero de 1994,rani khedira
34 años,22 de septiembre de 1988,jens grahl
34 años,17 de noviembre de 1988,kyle naughton
30 años,10 de noviembre de 1992,wilfried zaha
32 años,20 de mayo de 1990,rafael cabral
27 años,20 de enero de 1995,calum chambers
27 años,27 de enero de 1995,harrison reed
NA,NA,ca©dric faura©
31 años,12 de julio de 1991,james rodra­guez
30 años,14 de febrero de 1992,willi evseev
33 años,4 de abril de 1989,chris herd
33 años,18 de noviembre de 1989,marc albrighton
32 años,21 de junio de 1990,frana§ois moubandje
33 años,16 de mayo de 1989,marcel correia
32 años,19 de agosto de 1990,florentin pogba
26 años,1 de febrero de 1996,valmir sulejmani
27 años,30 de enero de 1995,marian sarr
27 años,26 de julio de 1995,marco ilaimaharitra
27 años,5 de agosto de 1995,pierreemile hojbjerg
30 años,2 de enero de 1992,paulo gazzaniga
26 años,15 de marzo de 1996,levin oztunali
35 años,18 de septiembre de 1987,ludovic genest
30 años,9 de septiembre de 1992,ezekiel fryers
28 años,4 de marzo de 1994,theo pellenard
38 años,1 de febrero de 1984,darren fletcher
30 años,23 de septiembre de 1992,tim albutat
38 años,28 de diciembre de 1983,luciano becchio
29 años,9 de marzo de 1993,stefano sturaro
35 años,19 de abril de 1987,joe hart
28 años,22 de marzo de 1994,douglas santos
41 años,27 de noviembre de 1981,matthew taylor
33 años,11 de febrero de 1989,alexander buttner
33 años,25 de marzo de 1989,scott sinclair
43 años,22 de abril de 1979,zoltan gera
39 años,15 de enero de 1983,jermaine pennant
34 años,21 de octubre de 1988,jonathan parr
27 años,20 de junio de 1995,marius gersbeck
32 años,2 de julio de 1990,danny rose
36 años,29 de mayo de 1986,daniel fox
28 años,24 de noviembre de 1994,nabil bentaleb
27 años,15 de septiembre de 1995,sam gallagher
32 años,6 de mayo de 1990,craig dawson
39 años,3 de abril de 1983,ben foster
46 años,12 de junio de 1976,thomas sorensen
35 años,2 de marzo de 1987,modibo diakite
37 años,25 de julio de 1985,hugo rodallega
32 años,28 de noviembre de 1990,dedryck boyata
37 años,20 de septiembre de 1985,david stockdale
36 años,5 de marzo de 1986,matty fryatt
40 años,30 de julio de 1982,antolin alcaraz
41 años,20 de febrero de 1981,tony hibbert
46 años,29 de septiembre de 1976,kelvin davis
28 años,9 de abril de 1994,brad smith
29 años,28 de julio de 1993,harry kane
28 años,28 de mayo de 1994,john stones
40 años,28 de agosto de 1982,kevin mcnaughton
37 años,11 de julio de 1985,orestis karnezis
30 años,11 de abril de 1992,aleksandar pantic
33 años,10 de marzo de 1989,etrit berisha
30 años,20 de febrero de 1992,alexandre coeff
31 años,19 de septiembre de 1991,majeed waris
31 años,23 de abril de 1991,nathan sinkala
33 años,22 de junio de 1989,stoppila sunzu
40 años,30 de marzo de 1982,mark hudson
39 años,28 de abril de 1983,roger johnson
32 años,8 de agosto de 1990,magnus wolff eikrem
NA,NA,oscar da­az
39 años,9 de marzo de 1983,clint dempsey
39 años,15 de noviembre de 1983,johnny heitinga
NA,NA,rubaa©n castro
34 años,23 de junio de 1988,javier acuna
36 años,13 de junio de 1986,keisuke honda
38 años,12 de diciembre de 1983,johan audel
31 años,19 de octubre de 1991,flavio ferreira
30 años,10 de mayo de 1992,marco sportiello
35 años,11 de septiembre de 1987,cabral
36 años,23 de enero de 1986,steven taylor
31 años,18 de diciembre de 1990,alexis peuget
27 años,6 de noviembre de 1995,maodo mbaye
26 años,22 de noviembre de 1996,nahuel leiva
29 años,15 de agosto de 1993,alex oxladechamberlain
37 años,10 de agosto de 1985,pablo perez
43 años,21 de octubre de 1979,aaron wilbraham
30 años,15 de abril de 1992,john guidetti
41 años,12 de abril de 1981,grant holt
33 años,6 de enero de 1989,andy carroll
30 años,9 de mayo de 1992,dan burn
31 años,17 de febrero de 1991,jhonny mosquera
27 años,20 de abril de 1995,jean marie dongou
32 años,31 de enero de 1990,ruben botta
35 años,8 de mayo de 1987,fabian rinaudo
27 años,23 de septiembre de 1995,ettore gliozzi
37 años,19 de junio de 1985,jose sosa
36 años,3 de julio de 1986,ola toivonen
32 años,22 de mayo de 1990,stefan mitrovic
32 años,6 de noviembre de 1990,jiloan hamad
30 años,11 de marzo de 1992,ondrej petrak
29 años,21 de marzo de 1993,laurent dos santos
35 años,1983–2019,reyes
28 años,28 de mayo de 1994,victor camarasa
27 años,6 de febrero de 1995,enzo crivelli
37 años,19 de junio de 1985,josa© sosa
29 años,15 de julio de 1993,havard nielsen
30 años,19 de mayo de 1992,ola john
26 años,16 de mayo de 1996,jose mauri
27 años,22 de febrero de 1995,muamer tankovic
39 años,31 de mayo de 1983,patrick mccarthy
34 años,1 de agosto de 1988,nemanja matic
35 años,4 de octubre de 1987,jan hochscheidt
28 años,10 de agosto de 1994,adryan
31 años,1986–2017,frantisek rajtoral
34 años,29 de noviembre de 1988,mana dembele
36 años,25 de febrero de 1986,nabil dirar
35 años,13 de septiembre de 1987,oumar sissoko
NA,NA,nordine ait yahya
32 años,9 de julio de 1990,fabio
NA,NA,gaa«tan charbonnier
33 años,8 de mayo de 1989,liam bridcutt
36 años,15 de abril de 1986,sylvain marveaux
35 años,31 de marzo de 1987,nourredine amrabat
33 años,1 de abril de 1989,david ngog
29 años,11 de junio de 1993,ouasim bouy
36 años,4 de abril de 1986,aiden mcgeady
30 años,29 de julio de 1992,paulgeorges ntep
32 años,6 de marzo de 1990,alfred ndiaye
32 años,15 de marzo de 1990,felix wiedwald
30 años,18 de junio de 1992,adama soumaoro
34 años,23 de junio de 1988,javier acua±a
29 años,26 de febrero de 1993,tiago ilori
28 años,14 de febrero de 1994,levent aycicek
41 años,12 de agosto de 1981,djibril cissa©
40 años,4 de noviembre de 1982,yohann pela©
27 años,12 de octubre de 1995,mickael malsa
34 años,3 de agosto de 1988,santiago vergini
NA,NA,gra©gory cerdan
40 años,28 de julio de 1982,gregory cerdan
30 años,15 de junio de 1992,mohamed salah
32 años,1 de febrero de 1990,dan gosling
30 años,30 de enero de 1992,thomas ince
35 años,23 de enero de 1987,joe ledley
35 años,14 de febrero de 1987,scott dann
39 años,25 de septiembre de 1983,glenn murray
34 años,8 de junio de 1988,kamil grosicki
32 años,28 de marzo de 1990,joe bennett
28 años,22 de enero de 1994,martin angha
35 años,25 de marzo de 1987,victor obinna
32 años,11 de noviembre de 1990,julian koch
30 años,17 de febrero de 1992,edu ramos
29 años,26 de febrero de 1993,jesa©
44 años,24 de junio de 1978,joan roma¡n
29 años,18 de mayo de 1993,joan roman
42 años,6 de septiembre de 1980,joseph yobo
27 años,8 de diciembre de 1995,jordon ibe
30 años,8 de marzo de 1992,cedrick
35 años,2 de marzo de 1987,modibo diakita©
28 años,25 de enero de 1994,robin yalcin
28 años,10 de noviembre de 1994,kaan ayhan
35 años,8 de mayo de 1987,fabia¡n rinaudo
30 años,15 de octubre de 1992,francesco fedato
29 años,22 de agosto de 1993,michele fornasier
NA,NA,vala¨re germain
48 años,26 de agosto de 1974,nagore
34 años,20 de enero de 1988,jeffren
30 años,6 de julio de 1992,dominik furman
28 años,18 de agosto de 1994,dany maury
30 años,7 de marzo de 1992,zacharie boucher
27 años,8 de noviembre de 1995,ilias hassani
29 años,30 de diciembre de 1992,ryan tunnicliffe
29 años,18 de enero de 1993,joao teixeira
36 años,10 de febrero de 1986,erik friberg
36 años,16 de marzo de 1986,dusan veskovac
30 años,19 de marzo de 1992,milos jojic
40 años,4 de noviembre de 1982,yohann pele
28 años,7 de septiembre de 1994,vigaray
26 años,31 de mayo de 1996,simone scuffet
29 años,30 de agosto de 1993,paco alca¡cer
28 años,20 de agosto de 1994,erik thommy
34 años,12 de marzo de 1988,kostas mitroglou
39 años,7 de noviembre de 1983,ibson
NA,NA,tha©o pellenard
29 años,3 de septiembre de 1993,yuri yakovenko
37 años,28 de junio de 1985,phil bardsley
37 años,29 de mayo de 1985,ignacio scocco
27 años,2 de marzo de 1995,mats daehli
32 años,11 de septiembre de 1990,jo inge berget
28 años,25 de abril de 1994,ruben vezo
28 años,25 de abril de 1994,ruba©n vezo
32 años,12 de abril de 1990,philipp zulechner
NA,NA,marcandr<e9> ter stegen
31 años,12 de julio de 1991,rodrigues
29 años,6 de enero de 1993,welliton
26 años,2 de mayo de 1996,julian brandt
35 años,26 de junio de 1987,sammir
33 años,7 de marzo de 1989,cristian lobato
29 años,15 de febrero de 1993,romain achilli
37 años,28 de diciembre de 1984,leroy lita
29 años,15 de agosto de 1993,clinton njie
33 años,17 de septiembre de 1989,michael rabusic
26 años,22 de mayo de 1996,carlos fernandez
30 años,21 de mayo de 1992,portu
29 años,22 de febrero de 1993,vinicius araujo
20 años,1994–2015,junior malanda
30 años,30 de noviembre de 1992,koffi djidji
28 años,7 de septiembre de 1994,julien remiti
28 años,2 de diciembre de 1994,cauley woodrow
27 años,27 de marzo de 1995,driss trichard
29 años,14 de mayo de 1993,ilan boccara
31 años,28 de agosto de 1991,marko vesovic
NA,NA,cedric orengo
25 años,10 de febrero de 1997,adam armstrong
34 años,21 de mayo de 1988,jonny howson
34 años,27 de mayo de 1988,marvin emnes
32 años,4 de enero de 1990,iago falqua©
NA,NA,ka©vin olimpa
32 años,27 de noviembre de 1990,garry mendes rodrigues
44 años,7 de noviembre de 1978,rio ferdinand
NA,NA,emmanuel rivia¨re
30 años,20 de diciembre de 1991,jorginho
28 años,4 de julio de 1994,mickael leca
27 años,15 de junio de 1995,issa baradji
28 años,25 de diciembre de 1993,joris correa
25 años,5 de febrero de 1997,patrick roberts
29 años,1 de enero de 1993,abdoulaye doucoura©
35 años,5 de mayo de 1987,graham dorrans
26 años,4 de marzo de 1996,antonio sanabria
34 años,20 de enero de 1988,elderson
36 años,24 de abril de 1986,ivan pillud
31 años,1 de mayo de 1991,bartosz salamon
22 años,20 de mayo de 2000,braian rodra­guez
27 años,7 de mayo de 1995,hicham khaloua
29 años,7 de febrero de 1993,todor nedelev
32 años,10 de octubre de 1990,rafael toloi
NA,NA,cyril thaa©raa©au
NA,NA,borja la³pez
28 años,5 de marzo de 1994,kenan karaman
NA,NA,maxime dupa©
36 años,30 de abril de 1986,robert elliot
33 años,23 de marzo de 1989,eric choupomoting
26 años,12 de julio de 1996,moussa dembele
30 años,11 de junio de 1992,ezequiel rescaldani
35 años,17 de abril de 1987,medhi benatia
28 años,21 de abril de 1994,mitchell weiser
38 años,16 de octubre de 1984,mihai roman
41 años,18 de mayo de 1981,mahamadou diarra
27 años,19 de abril de 1995,carlos gruezo
38 años,13 de abril de 1984,anders lindegaard
29 años,4 de marzo de 1993,maxime dupe
39 años,13 de octubre de 1983,alexander stolz
41 años,2 de noviembre de 1981,germa¡n
41 años,2 de noviembre de 1981,german
29 años,2 de marzo de 1993,ruben bentancourt
35 años,31 de octubre de 1987,xabier etxeita
27 años,5 de julio de 1995,youssouf kone
32 años,19 de mayo de 1990,va­ctor ibarbo
NA,NA,ha©lder barbosa
29 años,16 de agosto de 1993,diego llorente
28 años,22 de febrero de 1994,mattia maggio
32 años,13 de enero de 1990,vincenzo fiorillo
26 años,7 de junio de 1996,godfred donsah
27 años,2 de febrero de 1995,callum robinson
29 años,3 de julio de 1993,kerem demirbay
29 años,8 de marzo de 1993,hervias
29 años,18 de marzo de 1993,tim schraml
26 años,11 de enero de 1996,leroy sane
NA,NA,pierrefrancois moracchini
29 años,1 de octubre de 1993,christian bravo
30 años,16 de septiembre de 1992,josephclaude gyau
27 años,25 de mayo de 1995,jose gaya
29 años,15 de mayo de 1993,tomas kalas
50 años,6 de octubre de 1972,mark schwarzer
NA,NA,fran va©lez
31 años,23 de junio de 1991,fran velez
28 años,9 de septiembre de 1994,simone caruso
31 años,2 de marzo de 1991,marco silvestri
28 años,26 de enero de 1994,salim khelifi
28 años,15 de septiembre de 1994,david goldar
27 años,4 de enero de 1995,tobias pachonik
28 años,29 de junio de 1994,leandro paredes
28 años,27 de diciembre de 1993,thomas toure
NA,NA,moi ga³mez
28 años,30 de marzo de 1994,zakariya abarouai
42 años,21 de junio de 1980,luca anania
39 años,5 de octubre de 1983,jadson
36 años,24 de abril de 1986,iva¡n pillud
27 años,1 de diciembre de 1995,james wilson
28 años,13 de enero de 1994,tom lawrence
38 años,2 de octubre de 1984,eldin jakupovic
27 años,9 de febrero de 1995,bruno nazario
30 años,2 de junio de 1992,alexander schwolow
29 años,22 de septiembre de 1993,sinan tekerci
30 años,25 de marzo de 1992,bryan pela©
31 años,23 de noviembre de 1991,willian jose
28 años,23 de junio de 1994,moi
27 años,19 de septiembre de 1995,cotan
NA,NA,mode
37 años,18 de abril de 1985,lukasz fabianski
28 años,10 de mayo de 1994,jamar loza
33 años,18 de diciembre de 1988,elliott bennett
32 años,20 de mayo de 1990,lacina traore
32 años,2 de febrero de 1990,andrea tabanelli
31 años,5 de mayo de 1991,lukasz skorupski
27 años,18 de febrero de 1995,nathan ake
28 años,4 de abril de 1994,jay fulton
31 años,22 de mayo de 1991,kyle bartley
29 años,5 de marzo de 1993,elhadji ba
35 años,24 de enero de 1987,wayne hennessey
29 años,6 de marzo de 1993,chris david
42 años,5 de agosto de 1980,toni doblas
29 años,5 de marzo de 1993,silvan widmer
28 años,19 de enero de 1994,aristote ndongala
36 años,9 de febrero de 1986,javi flores
31 años,22 de enero de 1991,samu
34 años,12 de abril de 1988,na­colas andrade
27 años,14 de abril de 1995,joakim olausson
28 años,5 de mayo de 1994,mattia caldara
